PW_gene	PW_id	PW_name						
AT5G05580	PWY-6013	crepenynic acid biosynthesis	1.14.99.33-RXN	1.14.99.33	AT5G05580-MONOMER	&Delta;<sup><small>12</small></sup>-fatty acid dehydrogenase	AT5G05580	fad8
AT3G12120	PWY-6013	crepenynic acid biosynthesis	1.14.99.33-RXN	1.14.99.33	AT3G12120-MONOMER	&Delta;<sup><small>12</small></sup>-fatty acid dehydrogenase	AT3G12120	fad2
AT3G11170	PWY-6013	crepenynic acid biosynthesis	1.14.99.33-RXN	1.14.99.33	AT3G11170-MONOMER	&Delta;<sup><small>12</small></sup>-fatty acid dehydrogenase	AT3G11170	fad7
AT2G29980	PWY-6013	crepenynic acid biosynthesis	1.14.99.33-RXN	1.14.99.33	AT2G29980-MONOMER	&Delta;<sup><small>12</small></sup>-fatty acid dehydrogenase	AT2G29980	fad3
AT5G57800	PWY-282	cuticular wax biosynthesis	RXN-1025	4.1.99.5	AT5G57800-MONOMER	octadecanal decarbonylase	AT5G57800	AT5G57800
AT5G55380	PWY-282	cuticular wax biosynthesis	RXNQT-4193	2.3.1.75	AT5G55380-MONOMER	long-chain-alcohol <i>O-</i>fatty-acyltransferase	AT5G55380	AT5G55380
AT5G55370	PWY-282	cuticular wax biosynthesis	RXNQT-4193	2.3.1.75	AT5G55370-MONOMER	long-chain-alcohol <i>O-</i>fatty-acyltransferase	AT5G55370	AT5G55370
AT5G55360	PWY-282	cuticular wax biosynthesis	RXNQT-4193	2.3.1.75	AT5G55360-MONOMER	long-chain-alcohol <i>O-</i>fatty-acyltransferase	AT5G55360	AT5G55360
AT5G55350	PWY-282	cuticular wax biosynthesis	RXNQT-4193	2.3.1.75	AT5G55350-MONOMER	long-chain-alcohol <i>O-</i>fatty-acyltransferase	AT5G55350	AT5G55350
AT5G55340	PWY-282	cuticular wax biosynthesis	RXNQT-4193	2.3.1.75	AT5G55340-MONOMER	long-chain-alcohol <i>O-</i>fatty-acyltransferase	AT5G55340	AT5G55340
AT5G55330	PWY-282	cuticular wax biosynthesis	RXNQT-4193	2.3.1.75	AT5G55330-MONOMER	long-chain-alcohol <i>O-</i>fatty-acyltransferase	AT5G55330	AT5G55330
AT5G55320	PWY-282	cuticular wax biosynthesis	RXNQT-4193	2.3.1.75	AT5G55320-MONOMER	long-chain-alcohol <i>O-</i>fatty-acyltransferase	AT5G55320	AT5G55320
AT5G51420	PWY-282	cuticular wax biosynthesis	RXNQT-4193	2.3.1.75	AT5G51420-MONOMER	long-chain-alcohol <i>O-</i>fatty-acyltransferase	AT5G51420	AT5G51420
AT5G37300	PWY-282	cuticular wax biosynthesis	RXNQT-4193	2.3.1.75	AT5G37300-MONOMER	wax ester synthase	AT5G37300	AT5G37300
AT5G22500	PWY-282	cuticular wax biosynthesis	RXNQT-4192	1.2.1.-	AT5G22500-MONOMER	fatty acyl-CoA reductase (alcohol-forming)	AT5G22500	AT5G22500
AT5G22420	PWY-282	cuticular wax biosynthesis	RXNQT-4192	1.2.1.-	AT5G22420-MONOMER	fatty acyl-CoA reductase (alcohol-forming)	AT5G22420	AT5G22420
AT4G33790	PWY-282	cuticular wax biosynthesis	RXNQT-4192	1.2.1.-	AT4G33790-MONOMER	alcohol-forming fatty acyl-CoA reductase	AT4G33790	CER4
AT3G56700	PWY-282	cuticular wax biosynthesis	RXNQT-4192	1.2.1.-	AT3G56700-MONOMER	fatty acyl-CoA reductase (alcohol-forming)	AT3G56700	AT3G56700
AT3G51970	PWY-282	cuticular wax biosynthesis	RXNQT-4193	2.3.1.75	AT3G51970-MONOMER	long-chain-alcohol <i>O-</i>fatty-acyltransferase	AT3G51970	AT3G51970
AT3G44560	PWY-282	cuticular wax biosynthesis	RXNQT-4192	1.2.1.-	AT3G44560-MONOMER	fatty acyl-CoA reductase (alcohol-forming)	AT3G44560	AT3G44560
AT3G44550	PWY-282	cuticular wax biosynthesis	RXNQT-4192	1.2.1.-	AT3G44550-MONOMER	fatty acyl-CoA reductase (alcohol-forming)	AT3G44550	AT3G44550
AT3G44540	PWY-282	cuticular wax biosynthesis	RXNQT-4192	1.2.1.-	AT3G44540-MONOMER	fatty acyl-CoA reductase (alcohol-forming)	AT3G44540	AT3G44540
AT3G11980	PWY-282	cuticular wax biosynthesis	RXNQT-4192	1.2.1.-	AT3G11980-MONOMER	fatty acyl-CoA reductase (alcohol-forming)	AT3G11980	AT3G11980
AT2G37700	PWY-282	cuticular wax biosynthesis	RXN-1025	4.1.99.5	AT2G37700-MONOMER	octadecanal decarbonylase	AT2G37700	AT2G37700
AT1G57750	PWY-282	cuticular wax biosynthesis	RXN-1022	-	AT1G57750-MONOMER	midchain alkane hydroxylase	AT1G57750	AT1G57750
AT1G34520	PWY-282	cuticular wax biosynthesis	RXNQT-4193	2.3.1.75	AT1G34520-MONOMER	long-chain-alcohol <i>O-</i>fatty-acyltransferase	AT1G34520	AT1G34520
AT1G34500	PWY-282	cuticular wax biosynthesis	RXNQT-4193	2.3.1.75	AT1G34500-MONOMER	long-chain-alcohol <i>O-</i>fatty-acyltransferase	AT1G34500	AT1G34500
AT1G34490	PWY-282	cuticular wax biosynthesis	RXNQT-4193	2.3.1.75	AT1G34490-MONOMER	long-chain-alcohol <i>O-</i>fatty-acyltransferase	AT1G34490	AT1G34490
AT1G02205	PWY-282	cuticular wax biosynthesis	RXN-1025	4.1.99.5	AT1G02205-MONOMER	fatty aldehyde decarbonylase	AT1G02205	CER1
AT1G02190	PWY-282	cuticular wax biosynthesis	RXN-1025	4.1.99.5	AT1G02190-MONOMER	octadecanal decarbonylase	AT1G02190	AT1G02190
AT5G58860	PWY-321	cutin biosynthesis	RXN-1063	1.14.13.-	AT5G58860-MONOMER	oleate omega-hydroxylase	AT5G58860	CYP86A1
AT4G00360	PWY-321	cutin biosynthesis	RXN-1063	1.14.13.-	AT4G00360-MONOMER	oleate &omega;-hydroxylase	AT4G00360	CYP86A2
AT3G10570	PWY-321	cutin biosynthesis	RXN-1062	-	AT3G10570-MONOMER	16-hydroxypalmitate in-chain fatty acid hydroxylase	AT3G10570	CYP77A6
AT2G45970	PWY-321	cutin biosynthesis	RXN-1063	1.14.13.-	AT2G45970-MONOMER	CYP86A8 monooxygenase	AT2G45970	CYP86A8
AT2G45970	PWY-321	cutin biosynthesis	RXN-1061	1.14.13.-	AT2G45970-MONOMER	CYP86A8 monooxygenase	AT2G45970	CYP86A8
AT2G27690	PWY-321	cutin biosynthesis	RXN-1063	1.14.13.-	AT2G27690-MONOMER	fatty acid &omega;-hydroxylase	AT2G27690	CYP94C1
AT2G27690	PWY-321	cutin biosynthesis	RXN-9805	1.14.13.-	AT2G27690-MONOMER	fatty acid &omega;-hydroxylase	AT2G27690	CYP94C1
AT2G27690	PWY-321	cutin biosynthesis	RXN-1061	1.14.13.-	AT2G27690-MONOMER	fatty acid &omega;-hydroxylase	AT2G27690	CYP94C1
AT1G72970	PWY-321	cutin biosynthesis	RXN-2121	1.1.1.-	AT1G72970-MONOMER	&omega;-hydroxy fatty acid &omega;-alcohol dehydrogenase	AT1G72970	AT1G72970
AT1G72970	PWY-321	cutin biosynthesis	RXN-9802	1.1.1.-	AT1G72970-MONOMER	&omega;-hydroxy fatty acid &omega;-alcohol dehydrogenase	AT1G72970	AT1G72970
AT1G01600	PWY-321	cutin biosynthesis	RXN-1063	1.14.13.-	AT1G01600-MONOMER	oleate &omega;-hydroxylase	AT1G01600	CYP86A4
AT5G66510	CYANCAT-PWY	cyanate degradation	RXN0-5224	4.2.1.1	AT5G66510-MONOMER	carbonate dehydratase	AT5G66510	at5g66510
AT5G56330	CYANCAT-PWY	cyanate degradation	RXN0-5224	4.2.1.1	AT5G56330-MONOMER	carbonate dehydratase	AT5G56330	AT5G56330
AT5G14740	CYANCAT-PWY	cyanate degradation	RXN0-5224	4.2.1.1	AT5G14740-MONOMER	carbonate dehydratase	AT5G14740	CA2
AT5G04180	CYANCAT-PWY	cyanate degradation	RXN0-5224	4.2.1.1	AT5G04180-MONOMER	carbonate dehydratase	AT5G04180	AT5G04180
AT4G33580	CYANCAT-PWY	cyanate degradation	RXN0-5224	4.2.1.1	AT4G33580-MONOMER	carbonate dehydratase	AT4G33580	AT4G33580
AT4G21000	CYANCAT-PWY	cyanate degradation	RXN0-5224	4.2.1.1	AT4G21000-MONOMER	carbonate dehydratase	AT4G21000	AT4G21000
AT4G20990	CYANCAT-PWY	cyanate degradation	RXN0-5224	4.2.1.1	AT4G20990-MONOMER	carbonate dehydratase	AT4G20990	AT4G20990
AT3G52720	CYANCAT-PWY	cyanate degradation	RXN0-5224	4.2.1.1	AT3G52720-MONOMER	carbonate dehydratase	AT3G52720	AT3G52720
AT3G23490	CYANCAT-PWY	cyanate degradation	R524-RXN	4.2.1.104	AT3G23490-MONOMER	cyanase	AT3G23490	AT3G23490
AT3G23490	CYANCAT-PWY	cyanate degradation	RXN0-5222	-	AT3G23490-MONOMER	cyanase	AT3G23490	AT3G23490
AT3G01500	CYANCAT-PWY	cyanate degradation	RXN0-5224	4.2.1.1	AT3G01500-MONOMER	carbonate dehydratase	AT3G01500	CA1
AT2G28210	CYANCAT-PWY	cyanate degradation	RXN0-5224	4.2.1.1	AT2G28210-MONOMER	carbonate dehydratase	AT2G28210	AT2G28210
AT1G70410	CYANCAT-PWY	cyanate degradation	RXN0-5224	4.2.1.1	AT1G70410-MONOMER	carbonate dehydratase	AT1G70410	AT1G70410
AT1G58180	CYANCAT-PWY	cyanate degradation	RXN0-5224	4.2.1.1	AT1G58180-MONOMER	carbonate dehydratase	AT1G58180	AT1G58180
AT1G47260	CYANCAT-PWY	cyanate degradation	RXN0-5224	4.2.1.1	AT1G47260-MONOMER	carbonate dehydratase	AT1G47260	at1g47260
AT1G23730	CYANCAT-PWY	cyanate degradation	RXN0-5224	4.2.1.1	AT1G23730-MONOMER	carbonate dehydratase	AT1G23730	AT1G23730
AT1G19580	CYANCAT-PWY	cyanate degradation	RXN0-5224	4.2.1.1	AT1G19580-MONOMER	carbonate dehydratase	AT1G19580	AT1G19580
AT1G08080	CYANCAT-PWY	cyanate degradation	RXN0-5224	4.2.1.1	AT1G08080-MONOMER	carbonate dehydratase	AT1G08080	AT1G08080
AT1G08065	CYANCAT-PWY	cyanate degradation	RXN0-5224	4.2.1.1	AT1G08065-MONOMER	carbonate dehydratase	AT1G08065	AT1G08065
AT3G61440	P401-PWY	cyanide degradation	L-3-CYANOALANINE-SYNTHASE-RXN	4.4.1.9	AT3G61440-MONOMER	L-3-cyanoalanine synthase	AT3G61440	AT3G61440
AT5G22300	ASPSYNII-PWY	cyanide detoxification II	3.5.5.4-RXN	3.5.5.4	AT5G22300-MONOMER	3-cyano-L-alanine nitrilase	AT5G22300	NIT4
AT5G22300	ASPSYNII-PWY	cyanide detoxification II	3-CYANOALANINE-HYDRATASE-RXN	4.2.1.65	AT5G22300-MONOMER	3-cyanoalanine hydratase	AT5G22300	NIT4
AT3G61440	ASPSYNII-PWY	cyanide detoxification II	L-3-CYANOALANINE-SYNTHASE-RXN	4.4.1.9	AT3G61440-MONOMER	L-3-cyanoalanine synthase	AT3G61440	AT3G61440
AT3G23530	PWY-4942	cyclopropane and cyclopropene fatty acid biosynthesis	RXN-7421	2.1.1.79	AT3G23530-MONOMER	cyclopropane-fatty-acyl-phospholipid synthase	AT3G23530	AT3G23530
AT3G23510	PWY-4942	cyclopropane and cyclopropene fatty acid biosynthesis	RXN-7421	2.1.1.79	AT3G23510-MONOMER	cyclopropane-fatty-acyl-phospholipid synthase	AT3G23510	AT3G23510
AT3G23480	PWY-4942	cyclopropane and cyclopropene fatty acid biosynthesis	RXN-7421	2.1.1.79	AT3G23480-MONOMER	cyclopropane-fatty-acyl-phospholipid synthase	AT3G23480	AT3G23480
AT3G23470	PWY-4942	cyclopropane and cyclopropene fatty acid biosynthesis	RXN-7421	2.1.1.79	AT3G23470-MONOMER	cyclopropane-fatty-acyl-phospholipid synthase	AT3G23470	AT3G23470
AT3G23530	PWY0-541	cyclopropane fatty acid (CFA) biosynthesis	2.1.1.79-RXN	2.1.1.79	AT3G23530-MONOMER	cyclopropane-fatty-acyl-phospholipid synthase	AT3G23530	AT3G23530
AT3G23510	PWY0-541	cyclopropane fatty acid (CFA) biosynthesis	2.1.1.79-RXN	2.1.1.79	AT3G23510-MONOMER	cyclopropane-fatty-acyl-phospholipid synthase	AT3G23510	AT3G23510
AT3G23480	PWY0-541	cyclopropane fatty acid (CFA) biosynthesis	2.1.1.79-RXN	2.1.1.79	AT3G23480-MONOMER	cyclopropane-fatty-acyl-phospholipid synthase	AT3G23480	AT3G23480
AT3G23470	PWY0-541	cyclopropane fatty acid (CFA) biosynthesis	2.1.1.79-RXN	2.1.1.79	AT3G23470-MONOMER	cyclopropane-fatty-acyl-phospholipid synthase	AT3G23470	AT3G23470
AT5G56760	CYSTSYN-PWY	cysteine biosynthesis I	SERINE-O-ACETTRAN-RXN	2.3.1.30	CPLX-1324	serine acetyltransferase	AT5G56760	SAT5
AT5G56760	CYSTSYN-PWY	cysteine biosynthesis I	SERINE-O-ACETTRAN-RXN	2.3.1.30	AT5G56760-MONOMER	serine O-acetyltransferase	AT5G56760	SAT5
AT5G28030	CYSTSYN-PWY	cysteine biosynthesis I	ACSERLY-RXN	2.5.1.47	AT5G28030-MONOMER	cysteine synthase	AT5G28030	AT5G28030
AT5G28020	CYSTSYN-PWY	cysteine biosynthesis I	ACSERLY-RXN	2.5.1.47	AT5G28020-MONOMER	cysteine synthase	AT5G28020	AT5G28020
AT4G35640	CYSTSYN-PWY	cysteine biosynthesis I	SERINE-O-ACETTRAN-RXN	2.3.1.30	AT4G35640-MONOMER	serine O-acetyltransferase	AT4G35640	SAT4
AT4G14880	CYSTSYN-PWY	cysteine biosynthesis I	ACSERLY-RXN	2.5.1.47	CPLX-1305	O-acetylserine (thiol) lyase	AT4G14880	oasA1
AT3G61440	CYSTSYN-PWY	cysteine biosynthesis I	ACSERLY-RXN	2.5.1.47	AT3G61440-MONOMER	cysteine synthase	AT3G61440	AT3G61440
AT3G59760	CYSTSYN-PWY	cysteine biosynthesis I	ACSERLY-RXN	2.5.1.47	CPLX-1326	O-acetylserine (thiol) lyase	AT3G59760	oasC
AT3G22460	CYSTSYN-PWY	cysteine biosynthesis I	ACSERLY-RXN	2.5.1.47	AT3G22460-MONOMER	cysteine synthase	AT3G22460	AT3G22460
AT3G13110	CYSTSYN-PWY	cysteine biosynthesis I	SERINE-O-ACETTRAN-RXN	2.3.1.30	CPLX-1322	serine acetyltransferase	AT3G13110	SAT3
AT3G13110	CYSTSYN-PWY	cysteine biosynthesis I	SERINE-O-ACETTRAN-RXN	2.3.1.30	AT3G13110-MONOMER	serine O-acetyltransferase	AT3G13110	SAT3
AT3G04940	CYSTSYN-PWY	cysteine biosynthesis I	ACSERLY-RXN	2.5.1.47	AT3G04940-MONOMER	cysteine synthase	AT3G04940	AT3G04940
AT3G03630	CYSTSYN-PWY	cysteine biosynthesis I	ACSERLY-RXN	2.5.1.47	AT3G03630-MONOMER	cysteine synthase	AT3G03630	AT3G03630
AT2G43750	CYSTSYN-PWY	cysteine biosynthesis I	ACSERLY-RXN	2.5.1.47	CPLX-1325	O-acetylserine (thiol) lyase	AT2G43750	oasB
AT2G17640	CYSTSYN-PWY	cysteine biosynthesis I	SERINE-O-ACETTRAN-RXN	2.3.1.30	AT2G17640-MONOMER	serine O-acetyltransferase	AT2G17640	SAT2
AT1G55920	CYSTSYN-PWY	cysteine biosynthesis I	SERINE-O-ACETTRAN-RXN	2.3.1.30	CPLX-1323	serine acetyltransferase	AT1G55920	SAT1
AT1G55920	CYSTSYN-PWY	cysteine biosynthesis I	SERINE-O-ACETTRAN-RXN	2.3.1.30	AT1G55920-MONOMER	serine O-acetyltransferase	AT1G55920	SAT1
AT1G55880	CYSTSYN-PWY	cysteine biosynthesis I	ACSERLY-RXN	2.5.1.47	AT1G55880-MONOMER	cysteine synthase	AT1G55880	AT1G55880
AT5G05870	PWY-2881	cytokinins 7-<i>N</i>-glucoside biosynthesis	RXN-4736	2.4.1.-	AT5G05870-MONOMER	UDP glycosyltransferase	AT5G05870	UGT76C1
AT5G05870	PWY-2881	cytokinins 7-<i>N</i>-glucoside biosynthesis	RXN-4733	2.4.1.-	AT5G05870-MONOMER	UDP glycosyltransferase	AT5G05870	UGT76C1
AT5G05870	PWY-2881	cytokinins 7-<i>N</i>-glucoside biosynthesis	RXN-4731	2.4.1.-	AT5G05870-MONOMER	UDP glycosyltransferase	AT5G05870	UGT76C1
AT5G05870	PWY-2881	cytokinins 7-<i>N</i>-glucoside biosynthesis	RXN-4729	2.4.1.-	AT5G05870-MONOMER	UDP glycosyltransferase	AT5G05870	UGT76C1
AT5G05870	PWY-2881	cytokinins 7-<i>N</i>-glucoside biosynthesis	RXN-4727	2.4.1.-	AT5G05870-MONOMER	UDP glycosyltransferase	AT5G05870	UGT76C1
AT5G05870	PWY-2881	cytokinins 7-<i>N</i>-glucoside biosynthesis	RXN-4724	2.4.1.-	AT5G05870-MONOMER	UDP glycosyltransferase	AT5G05870	UGT76C1
AT5G05870	PWY-2881	cytokinins 7-<i>N</i>-glucoside biosynthesis	RXN-4721	2.4.1.-	AT5G05870-MONOMER	UDP glycosyltransferase	AT5G05870	UGT76C1
AT5G05860	PWY-2881	cytokinins 7-<i>N</i>-glucoside biosynthesis	RXN-4736	2.4.1.-	AT5G05860-MONOMER	UDP glycosyltransferase	AT5G05860	UGT76C2
AT5G05860	PWY-2881	cytokinins 7-<i>N</i>-glucoside biosynthesis	RXN-4733	2.4.1.-	AT5G05860-MONOMER	UDP glycosyltransferase	AT5G05860	UGT76C2
AT5G05860	PWY-2881	cytokinins 7-<i>N</i>-glucoside biosynthesis	RXN-4731	2.4.1.-	AT5G05860-MONOMER	UDP glycosyltransferase	AT5G05860	UGT76C2
AT5G05860	PWY-2881	cytokinins 7-<i>N</i>-glucoside biosynthesis	RXN-4729	2.4.1.-	AT5G05860-MONOMER	UDP glycosyltransferase	AT5G05860	UGT76C2
AT5G05860	PWY-2881	cytokinins 7-<i>N</i>-glucoside biosynthesis	RXN-4727	2.4.1.-	AT5G05860-MONOMER	UDP glycosyltransferase	AT5G05860	UGT76C2
AT5G05860	PWY-2881	cytokinins 7-<i>N</i>-glucoside biosynthesis	RXN-4721	2.4.1.-	AT5G05860-MONOMER	UDP glycosyltransferase	AT5G05860	UGT76C2
AT2G36750	PWY-2881	cytokinins 7-<i>N</i>-glucoside biosynthesis	RXN-4736	2.4.1.-	AT2G36750-MONOMER	UDP glycosyltransferase	AT2G36750	UGT73C1
AT2G36750	PWY-2881	cytokinins 7-<i>N</i>-glucoside biosynthesis	RXN-4733	2.4.1.-	AT2G36750-MONOMER	UDP glycosyltransferase	AT2G36750	UGT73C1
AT2G36750	PWY-2881	cytokinins 7-<i>N</i>-glucoside biosynthesis	RXN-4731	2.4.1.-	AT2G36750-MONOMER	UDP glycosyltransferase	AT2G36750	UGT73C1
AT2G36750	PWY-2881	cytokinins 7-<i>N</i>-glucoside biosynthesis	RXN-4729	2.4.1.-	AT2G36750-MONOMER	UDP glycosyltransferase	AT2G36750	UGT73C1
AT2G36750	PWY-2881	cytokinins 7-<i>N</i>-glucoside biosynthesis	RXN-4727	2.4.1.-	AT2G36750-MONOMER	UDP glycosyltransferase	AT2G36750	UGT73C1
AT2G36750	PWY-2881	cytokinins 7-<i>N</i>-glucoside biosynthesis	RXN-4724	2.4.1.-	AT2G36750-MONOMER	UDP glycosyltransferase	AT2G36750	UGT73C1
AT2G36750	PWY-2881	cytokinins 7-<i>N</i>-glucoside biosynthesis	RXN-4721	2.4.1.-	AT2G36750-MONOMER	UDP glycosyltransferase	AT2G36750	UGT73C1
AT5G05870	PWY-2901	cytokinins 9-<i>N</i>-glucoside biosynthesis	RXN-4734	2.4.1.-	AT5G05870-MONOMER	UDP glycosyltransferase	AT5G05870	UGT76C1
AT5G05870	PWY-2901	cytokinins 9-<i>N</i>-glucoside biosynthesis	RXN-4732	2.4.1.-	AT5G05870-MONOMER	UDP glycosyltransferase	AT5G05870	UGT76C1
AT5G05870	PWY-2901	cytokinins 9-<i>N</i>-glucoside biosynthesis	RXN-4730	2.4.1.-	AT5G05870-MONOMER	UDP glycosyltransferase	AT5G05870	UGT76C1
AT5G05870	PWY-2901	cytokinins 9-<i>N</i>-glucoside biosynthesis	RXN-4728	2.4.1.-	AT5G05870-MONOMER	UDP glycosyltransferase	AT5G05870	UGT76C1
AT5G05870	PWY-2901	cytokinins 9-<i>N</i>-glucoside biosynthesis	RXN-4725	2.4.1.-	AT5G05870-MONOMER	UDP glycosyltransferase	AT5G05870	UGT76C1
AT5G05870	PWY-2901	cytokinins 9-<i>N</i>-glucoside biosynthesis	RXN-4722	2.4.1.-	AT5G05870-MONOMER	UDP glycosyltransferase	AT5G05870	UGT76C1
AT5G05860	PWY-2901	cytokinins 9-<i>N</i>-glucoside biosynthesis	RXN-4734	2.4.1.-	AT5G05860-MONOMER	UDP glycosyltransferase	AT5G05860	UGT76C2
AT5G05860	PWY-2901	cytokinins 9-<i>N</i>-glucoside biosynthesis	RXN-4732	2.4.1.-	AT5G05860-MONOMER	UDP glycosyltransferase	AT5G05860	UGT76C2
AT5G05860	PWY-2901	cytokinins 9-<i>N</i>-glucoside biosynthesis	RXN-4730	2.4.1.-	AT5G05860-MONOMER	UDP glycosyltransferase	AT5G05860	UGT76C2
AT5G05860	PWY-2901	cytokinins 9-<i>N</i>-glucoside biosynthesis	RXN-4728	2.4.1.-	AT5G05860-MONOMER	UDP glycosyltransferase	AT5G05860	UGT76C2
AT5G05860	PWY-2901	cytokinins 9-<i>N</i>-glucoside biosynthesis	RXN-4725	2.4.1.-	AT5G05860-MONOMER	UDP glycosyltransferase	AT5G05860	UGT76C2
AT5G05860	PWY-2901	cytokinins 9-<i>N</i>-glucoside biosynthesis	RXN-4722	2.4.1.-	AT5G05860-MONOMER	UDP glycosyltransferase	AT5G05860	UGT76C2
AT2G36750	PWY-2901	cytokinins 9-<i>N</i>-glucoside biosynthesis	RXN-4734	2.4.1.-	AT2G36750-MONOMER	UDP glycosyltransferase	AT2G36750	UGT73C1
AT2G36750	PWY-2901	cytokinins 9-<i>N</i>-glucoside biosynthesis	RXN-4732	2.4.1.-	AT2G36750-MONOMER	UDP glycosyltransferase	AT2G36750	UGT73C1
AT2G36750	PWY-2901	cytokinins 9-<i>N</i>-glucoside biosynthesis	RXN-4730	2.4.1.-	AT2G36750-MONOMER	UDP glycosyltransferase	AT2G36750	UGT73C1
AT2G36750	PWY-2901	cytokinins 9-<i>N</i>-glucoside biosynthesis	RXN-4728	2.4.1.-	AT2G36750-MONOMER	UDP glycosyltransferase	AT2G36750	UGT73C1
AT2G36750	PWY-2901	cytokinins 9-<i>N</i>-glucoside biosynthesis	RXN-4725	2.4.1.-	AT2G36750-MONOMER	UDP glycosyltransferase	AT2G36750	UGT73C1
AT2G36750	PWY-2901	cytokinins 9-<i>N</i>-glucoside biosynthesis	RXN-4722	2.4.1.-	AT2G36750-MONOMER	UDP glycosyltransferase	AT2G36750	UGT73C1
AT5G56970	PWY-2841	cytokinins degradation	RXN-4681	1.5.99.12	AT5G56970-MONOMER	cytokinin oxidase	AT5G56970	CKX3
AT5G56970	PWY-2841	cytokinins degradation	RXN-4662	1.5.99.12	AT5G56970-MONOMER	cytokinin oxidase	AT5G56970	CKX3
AT5G56970	PWY-2841	cytokinins degradation	RXN-4661	1.5.99.12	AT5G56970-MONOMER	cytokinin oxidase	AT5G56970	CKX3
AT5G56970	PWY-2841	cytokinins degradation	RXN-4641	1.5.99.12	AT5G56970-MONOMER	cytokinin oxidase	AT5G56970	CKX3
AT5G56970	PWY-2841	cytokinins degradation	RXN-4621	1.5.99.12	AT5G56970-MONOMER	cytokinin oxidase	AT5G56970	CKX3
AT5G21482	PWY-2841	cytokinins degradation	RXN-4681	1.5.99.12	AT5G21482-MONOMER	cytokinin oxidase	AT5G21482	AT5G21482
AT5G21482	PWY-2841	cytokinins degradation	RXN-4662	1.5.99.12	AT5G21482-MONOMER	cytokinin oxidase	AT5G21482	AT5G21482
AT5G21482	PWY-2841	cytokinins degradation	RXN-4661	1.5.99.12	AT5G21482-MONOMER	cytokinin oxidase	AT5G21482	AT5G21482
AT5G21482	PWY-2841	cytokinins degradation	RXN-4641	1.5.99.12	AT5G21482-MONOMER	cytokinin oxidase	AT5G21482	AT5G21482
AT5G21482	PWY-2841	cytokinins degradation	RXN-4621	1.5.99.12	AT5G21482-MONOMER	cytokinin oxidase	AT5G21482	AT5G21482
AT4G29740	PWY-2841	cytokinins degradation	RXN-4681	1.5.99.12	AT4G29740-MONOMER	cytokinin oxidase	AT4G29740	CKX4
AT4G29740	PWY-2841	cytokinins degradation	RXN-4662	1.5.99.12	AT4G29740-MONOMER	cytokinin oxidase	AT4G29740	CKX4
AT4G29740	PWY-2841	cytokinins degradation	RXN-4661	1.5.99.12	AT4G29740-MONOMER	cytokinin oxidase	AT4G29740	CKX4
AT4G29740	PWY-2841	cytokinins degradation	RXN-4641	1.5.99.12	AT4G29740-MONOMER	cytokinin oxidase	AT4G29740	CKX4
AT4G29740	PWY-2841	cytokinins degradation	RXN-4621	1.5.99.12	AT4G29740-MONOMER	cytokinin oxidase	AT4G29740	CKX4
AT3G63440	PWY-2841	cytokinins degradation	RXN-4681	1.5.99.12	AT3G63440-MONOMER	cytokinin oxidase	AT3G63440	CKX6
AT3G63440	PWY-2841	cytokinins degradation	RXN-4662	1.5.99.12	AT3G63440-MONOMER	cytokinin oxidase	AT3G63440	CKX6
AT3G63440	PWY-2841	cytokinins degradation	RXN-4661	1.5.99.12	AT3G63440-MONOMER	cytokinin oxidase	AT3G63440	CKX6
AT3G63440	PWY-2841	cytokinins degradation	RXN-4641	1.5.99.12	AT3G63440-MONOMER	cytokinin oxidase	AT3G63440	CKX6
AT3G63440	PWY-2841	cytokinins degradation	RXN-4621	1.5.99.12	AT3G63440-MONOMER	cytokinin oxidase	AT3G63440	CKX6
AT2G41510	PWY-2841	cytokinins degradation	RXN-4681	1.5.99.12	AT2G41510-MONOMER	cytokinin oxidase	AT2G41510	CKX1
AT2G41510	PWY-2841	cytokinins degradation	RXN-4662	1.5.99.12	AT2G41510-MONOMER	cytokinin oxidase	AT2G41510	CKX1
AT2G41510	PWY-2841	cytokinins degradation	RXN-4661	1.5.99.12	AT2G41510-MONOMER	cytokinin oxidase	AT2G41510	CKX1
AT2G41510	PWY-2841	cytokinins degradation	RXN-4641	1.5.99.12	AT2G41510-MONOMER	cytokinin oxidase	AT2G41510	CKX1
AT2G41510	PWY-2841	cytokinins degradation	RXN-4621	1.5.99.12	AT2G41510-MONOMER	cytokinin oxidase	AT2G41510	CKX1
AT2G19500	PWY-2841	cytokinins degradation	RXN-4681	1.5.99.12	AT2G19500-MONOMER	cytokinin oxidase/dehydrogenase	AT2G19500	CKX2
AT2G19500	PWY-2841	cytokinins degradation	RXN-4662	1.5.99.12	AT2G19500-MONOMER	cytokinin oxidase/dehydrogenase	AT2G19500	CKX2
AT2G19500	PWY-2841	cytokinins degradation	RXN-4661	1.5.99.12	AT2G19500-MONOMER	cytokinin oxidase	AT2G19500	CKX2
AT2G19500	PWY-2841	cytokinins degradation	RXN-4641	1.5.99.12	AT2G19500-MONOMER	cytokinin oxidase/dehydrogenase	AT2G19500	CKX2
AT2G19500	PWY-2841	cytokinins degradation	RXN-4621	1.5.99.12	AT2G19500-MONOMER	cytokinin oxidase/dehydrogenase	AT2G19500	CKX2
AT1G75450	PWY-2841	cytokinins degradation	RXN-4681	1.5.99.12	AT1G75450-MONOMER	cytokinin oxidase	AT1G75450	AT1G75450
